"X";"ID";"DNI";"SEXO";"EDADJUBILACION";"GRUPOTOMA";"TOMA";"NRO";"EDAD";"ECIVIL";"TIEMPOVIUDA";"EDADCONY";"ANIMO";"OCUPACION";"ULTIMAOCUPACION";"HACECUANTO";"CAMBIOJUBIL";"COMOCAMBIO";"NIVELESTUDIOS";"VECESMEDICO";"SALUDSUBJ";"SALUDSATIS";"VIDASTIS";"HACIENDOMAYOR";"CONQUIENVIVE";"MIEMBROSHOGAR";"VECES1";"VECES2";"VECES3";"VECES4";"VECES5";"VECES6";"VECES7";"VECES8";"VECES9";"VECES10";"VECES11";"VECES12";"VECES13";"LLEVA1";"LLEVA2";"LLEVA3";"LLEVA4";"LLEVA5";"LLEVA6";"LLEVA7";"LLEVA8";"LLEVA9";"LLEVA10";"LLEVA11";"LLEVA12";"MOTIVO1";"MOTIVO2";"MOTIVO3";"MOTIVO4";"MOTIVO5";"MOTIVO6";"MOTIVO7";"MOTIVO8";"MOTIVO9";"MOTIVO10";"MOTIVO11";"MOTIVO12";"MOTIVO13";"MOTIVO14";"MOTIVO15";"MOTIVO16";"MOTIVO17";"MOTIVO18";"MOTIVO19";"AÑOS";"LOGROS1";"LOGROS2";"LOGROS3";"LOGROS4";"LOGROS5";"LOGROS6";"LOGROS7";"LOGROS8";"LOGROS9";"LOGROS10";"LOGROS11";"LOGROS12";"LOGROS13";"LOGROS14";"LOGROS15";"LOGROS16"
504;463;124;2;55;"D";11;460;60;2;NA;63;4;"JUBILADA                                        ";"ADMINISTRATIVA                                  ";5;1;2;4;0;2;2;6;6;2;2;7;NA;5;5;5;5;5;NA;NA;NA;4;7;NA;4;NA;4;4;3;3;NA;NA;NA;4;3;3;4;4;3;1;1;4;3;4;4;2;4;4;4;4;3;2;4;1;4;1;4;3;3;4;3;4;4;3;3;2;3;3;3;3;3;4
956;858;222;2;66;"D";10;122;68;4;NA;NA;6;"JUBILADA                                        ";"TRIB FEDERALES                                  ";2;1;3;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
950;852;590;1;59;"A";2;947;69;1;NA;NA;4;"JUBILADO                                        ";"PODER JUDICIAL                                  ";9;0;NA;4;0;2;4;9;9;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;5;4;NA;NA;3;NA;NA;NA;NA;3;5;4;4;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
64;64;828;2;60;"E";13;7138;6;2;NA;66;NA;"JUBILADA                                        ";"DOCENTE                                         ";7;1;NA;4;1;2;2;NA;6;5;3;1;NA;1;NA;2;1;NA;NA;NA;NA;NA;1;NA;3;NA;3;NA;3;NA;NA;NA;3;3;3;3;3;3;3;NA;NA;NA;NA;3;3;NA;3;3;NA;NA;3;NA;3;NA;NA;6;NA;NA;NA;NA;NA;3;3;NA;NA;NA;NA;NA;3;NA;NA;3
630;570;44;1;65;"B";4;637;NA;6;2;NA;6;"JUBILADO                                        ";"VIAJANTE                                        ";2;0;NA;6;0;3;2;6;0;1;NA;NA;4;NA;3;3;NA;3;0;NA;2;3;4;2;NA;5;NA;5;NA;5;4;NA;5;5;5;5;4;4;1;9;9;3;9;4;4;3;4;4;9;9;9;9;2;9;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2657;2190;42;2;53;"A";1;56;61;1;NA;NA;8;"FISIOTERAPEUTA                                  ";"PORF EDUC FISICA                                ";8;0;NA;6;0;3;4;9;9;7;2;0;7;0;0;0;0;0;7;7;0;0;0;0;NA;5;NA;NA;NA;NA;5;5;NA;5;5;NA;NA;4;NA;NA;NA;4;4;4;4;4;4;4;NA;4;4;NA;4;NA;NA;2;4;NA;NA;NA;4;4;4;4;NA;NA;4;NA;4;NA;NA;4
1957;1652;480;1;56;"A";1;181;NA;2;NA;68;8;"JUBILADO                                        ";"EMPLEADO BANCO                                  ";27;1;4;4;1;3;4;9;9;2;2;7;0;3;5;2;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3;9;9;3;3;9;3;9;NA;3;3;9;3;9;9;3;NA;NA;NA;3;3;9;9;3;3;9;9;9;9;9;9;3;9;3;NA
2579;2134;724;1;55;"B";5;50187;66;3;NA;53;4;"JUBILADO                                        ";"CONTADOR                                        ";11;1;2;6;2;2;2;6;3;2;3;7;NA;1;NA;NA;NA;NA;NA;NA;NA;2;NA;3;4;4;NA;NA;4;4;1;NA;NA;3;3;3;3;4;1;1;2;3;3;4;3;3;3;3;2;3;3;2;3;1;3;8;3;3;4;3;3;3;4;3;3;2;2;3;3;3;4;4
866;778;5;1;60;"D";11;493;73;2;NA;62;6;"JUBILADO                                        ";"MEDICO                                          ";13;1;3;6;1;3;3;9;6;2;3;100;0;50;0;100;50;0;10;0;5;5;10;NA;4;0;5;0;5;0;4;0;4;5;5;5;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2328;1933;468;2;65;"A";2;51;73;2;NA;75;6;"AMA DE CASA                                     ";"                                                ";8;0;NA;4;1;3;4;9;9;2;2;7;1;NA;2;3;NA;5;1;NA;NA;3;NA;NA;5;5;NA;5;NA;5;5;NA;5;5;NA;5;NA;4;NA;NA;NA;4;NA;4;4;4;4;4;NA;4;4;4;4;NA;4;10;4;NA;NA;NA;4;4;4;4;NA;NA;4;NA;4;4;NA;4
518;476;525;2;52;"D";11;432;73;2;NA;78;6;"JUBILADA                                        ";"AMA DE CASA                                     ";20;1;2;5;1;2;2;9;3;2;2;7;6;4;NA;4;4;NA;1;NA;4;5;4;NA;4;4;5;NA;4;NA;4;NA;4;5;4;4;NA;4;NA;NA;NA;NA;4;4;4;NA;4;4;NA;3;3;NA;4;NA;3;NA;3;NA;4;3;3;4;4;3;4;2;4;4;4;4;4;4
9;9;178;2;65;"E";13;7281;67;2;NA;67;8;"CONTADORA                                       ";"CONCURSOS Y QUIEBRAS                            ";2;1;3;6;1;3;3;9;6;2;NA;7;3;NA;3;3;NA;3;NA;NA;NA;1;1;NA;5;5;0;5;0;5;4;0;4;4;5;4;3;4;9;9;9;3;3;3;4;4;3;3;4;3;3;1;3;9;3;1;4;9;9;9;1;3;4;3;1;1;3;9;4;9;9;4
513;471;34;1;60;"A";2;211;81;6;1;NA;4;"JUBILADO                                        ";"ADMINISTRATIVO                                  ";20;0;NA;6;1;2;2;6;9;1;1;NA;NA;1;2;5;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;5;4;NA;NA;NA;3;5;3;NA;3;3;3;NA;NA;2;NA;3;NA;NA;3;NA;NA;NA;NA;NA;3;NA;NA;3;3;2;2;2;2;1;3;3;NA;NA;3;3;3;1;2;3
372;348;652;2;52;"B";5;50175;53;2;NA;55;6;"AMA DE CASA                                     ";"MEDICO                                          ";2;1;3;6;1;3;2;9;9;5;5;1;4;1;1;NA;6;6;6;6;NA;4;4;NA;5;5;5;5;4;4;4;5;NA;4;3;NA;3;3;NA;4;1;2;1;3;4;1;4;4;4;3;4;1;3;1;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
418;390;905;2;60;"E";13;7223;69;3;NA;79;4;"AMA DE CASA                                     ";"AMA DE CASA                                     ";9;0;NA;3;NA;2;2;6;6;2;NA;NA;NA;3;0;5;5;0;0;0;0;5;4;0;3;3;3;NA;3;3;3;NA;3;4;3;3;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;2;3;9;3;NA;3;2;3;3;2;3;3;2;3;1;4;3;3;3;3;NA
140;140;418;2;65;"E";13;7034;NA;2;NA;NA;6;"JUBILADA                                        ";"                                                ";NA;1;3;6;0;2;4;9;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;4;5;5;4;4;4;NA;NA;5;5;NA;NA;4;NA;NA;NA;4;4;4;4;NA;4;4;NA;NA;NA;NA;4;NA;NA;13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2286;1902;856;2;60;"A";1;10;67;2;NA;73;4;"AMA DE CASA                                     ";"BIOQUIMICA                                      ";8;1;1;6;1;2;2;6;6;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;4;4;NA;4;NA;NA;NA;4;4;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
622;562;600;1;65;"E";13;7082;80;2;NA;81;6;"JUBILADO                                        ";"MEDICO                                          ";15;0;NA;6;0;2;3;9;6;2;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;3;3;3;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;NA;4;4;NA;NA;NA;NA;6;NA;NA;NA;NA;NA;4;4;NA;NA;NA;NA;NA;4;NA;NA;4
1195;1051;874;2;65;"A";2;696;72;2;NA;75;6;"JUBILADA                                        ";"NEGOCIO                                         ";7;0;NA;6;NA;2;9;6;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;0;NA;5;NA;4;NA;0;NA;4;4;NA;NA;4;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;NA;4;3;3;1;1;3;4;4;4;2;NA;4;3;4;2;1;3
640;579;24;2;57;"A";1;918;61;6;4;NA;6;"JUBILADA                                        ";"MAESTRA                                         ";4;1;3;6;NA;2;3;9;6;1;NA;NA;1;7;NA;NA;NA;NA;NA;NA;NA;7;7;NA;NA;4;4;NA;NA;NA;NA;NA;4;4;4;4;4;4;4;NA;NA;4;NA;4;NA;4;NA;4;4;4;NA;NA;4;NA;4;NA;4;NA;NA;NA;NA;NA;4;NA;NA;NA;4;NA;4;NA;NA;NA
1509;1298;433;2;50;"D";11;431;57;6;4;NA;4;"PSICOLOGA                                       ";"PSICOLOGA                                       ";8;1;2;6;NA;2;2;6;6;3;3;NA;1;7;7;NA;NA;NA;NA;NA;2;3;4;3;0;4;4;4;0;0;0;NA;3;4;4;4;3;3;3;1;1;2;2;2;3;1;3;3;3;3;3;1;3;1;2;2;3;3;3;2;3;2;3;3;3;2;2;3;3;2;3;3
2573;2129;38;2;50;"B";5;50333;63;1;NA;NA;6;"JUBILADA                                        ";"MAESTRA                                         ";13;1;3;6;2;3;6;6;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;5;NA;NA;4;NA;NA;NA;NA;NA;4;4;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1958;1653;547;2;55;"A";1;497;63;2;NA;66;6;"MARTILLERO JUD                                  ";"PROF INGLES                                     ";8;1;4;6;1;2;2;6;6;2;2;7;2;2;3;3;3;2;3;NA;0;7;2;NA;3;4;4;4;4;4;4;NA;4;4;4;4;3;4;2;2;2;3;3;4;4;2;4;4;3;3;3;1;3;1;4;8;NA;3;2;3;3;4;4;4;4;4;4;9;4;4;3;3
790;713;4;2;60;"B";4;261;73;6;8;NA;4;"JUBILADA                                        ";"COMERCIANTE                                     ";13;1;1;2;3;2;1;3;3;1;1;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;3;4;1;NA;4;2;2;2;NA;3;NA;3;4;4;0;NA;3;NA;3;4;3;4;3;3;NA;3;NA;NA;3;NA;4;NA;NA;4;5;3;2;3;2;2;4;4;4;3;3;3;NA;2;4;3;2
1769;1503;685;2;70;"B";4;720;72;2;NA;75;6;"JUBILADA                                        ";"ADMINISTRATIVA                                  ";2;1;2;5;NA;3;3;6;6;2;2;7;2;1;1;2;0;0;1;0;0;2;7;0;4;4;4;4;4;4;4;0;4;4;4;4;4;4;2;1;1;4;4;4;4;1;4;4;3;3;3;1;4;1;3;1;3;3;3;4;4;3;4;3;3;2;3;3;4;3;3;3
1584;1359;468;2;67;"B";4;387;75;4;NA;79;6;"AMA DE CASA                                     ";"AMA DE CASA                                     ";NA;1;3;3;1;1;0;6;6;3;2;NA;NA;1;1;7;NA;NA;NA;NA;NA;NA;NA;NA;3;4;4;4;4;4;4;NA;4;4;4;3;NA;4;NA;NA;NA;NA;NA;4;4;4;4;4;NA;4;4;NA;NA;NA;NA;2;4;3;3;4;4;4;4;4;4;NA;NA;3;NA;4;4;4
1798;1525;637;2;54;"A";2;206;54;5;NA;NA;2;"JUBILADA                                        ";"NINGUNA                                         ";2;1;0;4;3;1;1;3;6;3;2;NA;1;NA;1;1;NA;1;0;NA;NA;3;NA;NA;NA;3;NA;NA;3;NA;3;3;NA;5;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2256;1881;672;2;62;"A";1;92;73;6;4;NA;4;"JUBILADA                                        ";"FARMACEUT                                       ";10;1;3;6;0;3;2;9;9;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;3;NA;NA;NA;NA;3;4;NA;NA;4;NA;4;NA;3;NA;NA;NA;NA;1;3;NA;4;3;NA;4;3;4;4;NA;3;NA;4;3;4;NA
2481;2053;607;2;70;"A";2;645;NA;5;NA;NA;4;"JUBILADA                                        ";"DOCENTE                                         ";10;0;NA;6;NA;4;2;9;6;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;5;5;2;5;5;5;5;5;5;5;4;4;NA;NA;NA;4;NA;NA;4;NA;NA;4;NA;4;4;NA;4;NA;NA;5;3;4;NA;NA;4;4;4;4;NA;4;4;NA;4;4;NA;4
2272;1893;480;2;56;"A";1;252;61;4;NA;NA;8;"JUBILADA                                        ";"TEC. RADIOLOGA                                  ";5;1;4;6;NA;2;1;6;9;1;NA;1;1;NA;NA;NA;NA;NA;NA;NA;1;7;7;NA;4;4;5;0;4;0;3;0;4;5;3;4;1;4;1;1;1;4;2;4;4;3;4;4;2;2;4;2;3;1;3;5;4;3;3;9;2;3;4;3;3;2;2;NA;3;NA;3;3
1879;1590;228;1;65;"A";1;820;65;6;3;NA;4;"JUBILADO                                        ";"A.P..M                                          ";1;1;1;6;2;2;2;6;3;3;2;0;0;7;3;0;7;0;0;0;0;3;0;0;0;4;5;5;4;4;4;NA;4;4;3;3;2;4;NA;NA;2;2;1;4;4;4;4;4;2;4;4;2;1;1;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
686;620;41;2;63;"C";7;70323;70;6;3;NA;NA;"COMERCIANTE                                     ";"                                                ";7;0;NA;5;NA;2;2;3;6;1;1;NA;NA;2;NA;3;7;NA;NA;NA;NA;NA;NA;NA;NA;4;4;NA;4;NA;3;NA;NA;NA;NA;NA;3;3;NA;NA;3;4;NA;3;4;1;4;4;1;4;4;1;4;1;4;1;4;4;4;3;3;4;4;3;9;1;NA;4;4;4;4;4
47;47;700;2;64;"E";13;7256;70;2;NA;72;6;"                                                ";"COMERCIANTE                                     ";6;1;2;4;3;3;4;6;3;2;2;7;NA;0;1;1;1;0;0;0;0;0;4;2;4;2;4;4;3;1;4;0;3;3;2;4;1;4;1;1;4;3;3;4;1;1;4;4;3;2;3;1;3;1;2;4;4;3;4;3;3;3;4;3;4;1;2;3;3;3;3;4
36;36;427;2;60;"E";13;7206;68;2;NA;68;4;"DOCENTE                                         ";"LABORATORIO                                     ";8;0;NA;4;NA;2;2;6;3;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3;4;NA;NA;NA;NA;NA;5;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2088;1748;717;2;60;"A";1;353;69;6;1;NA;4;"AMA DE CASA                                     ";"AMA DE CASA                                     ";9;2;2;4;2;3;4;6;6;1;1;NA;NA;4;5;4;2;4;NA;NA;NA;2;3;NA;NA;4;5;5;4;4;4;NA;4;4;3;3;3;4;2;4;1;2;3;4;3;2;4;3;2;3;3;1;3;1;2;1;3;3;4;NA;4;3;3;3;NA;2;2;3;3;3;3;NA
2425;2012;525;2;60;"A";2;90;62;1;NA;NA;6;"JUBILADA                                        ";"RADIOLOGA                                       ";2;1;2;6;NA;2;2;6;NA;7;2;NA;5;NA;NA;NA;NA;NA;5;7;5;NA;NA;5;NA;5;NA;NA;NA;NA;4;5;5;5;3;NA;4;4;NA;NA;NA;4;NA;4;4;NA;4;4;NA;NA;4;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2234;1863;185;1;60;"A";2;180;63;6;6;NA;6;"QUEHACERES DOMES                                ";"TAXIMESTRISTA                                   ";3;1;4;6;0;3;4;9;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;NA;NA;NA;NA;5;5;5;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1960;1655;877;2;53;"A";1;496;64;6;24;NA;8;"JUBILADA                                        ";"DOCENTE                                         ";9;1;4;6;2;3;4;9;6;1;1;NA;1;2;2;1;1;NA;NA;NA;3;3;NA;0;0;5;5;5;5;5;0;5;5;5;5;5;NA;4;NA;NA;NA;4;NA;4;4;NA;4;4;NA;4;4;NA;4;NA;4;5;4;NA;4;NA;4;NA;4;4;4;NA;4;NA;4;4;4;4
2217;1850;149;2;61;"A";1;193;61;2;NA;62;6;"JUBILADA                                        ";"FARMACEUTICA                                    ";NA;1;1;6;NA;3;2;3;9;5;3;7;NA;7;2;2;NA;2;NA;NA;NA;2;NA;NA;4;NA;4;4;4;4;NA;NA;NA;4;NA;NA;NA;4;NA;NA;NA;4;NA;4;4;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;4;NA;NA;4;NA;NA;4;4;4;NA;NA;NA;NA;NA;NA;4;4
232;224;706;1;65;"D";10;191;79;3;NA;75;4;"JUBILADO                                        ";"DR CS GEOLOGICAS                                ";10;0;NA;6;3;2;2;6;6;2;2;7;1;NA;NA;NA;NA;NA;NA;NA;1;3;3;NA;3;5;NA;NA;NA;NA;4;NA;3;4;3;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;3;4;3;3;3;4;4;3;9;3;3;3;NA;NA;NA;NA
2155;1801;50;2;65;"A";1;338;72;6;18;NA;6;"COSMIATRIA                                      ";"DOCENTE COSMEATR                                ";7;1;2;6;7;1;2;6;3;1;1;NA;1;3;3;NA;2;2;NA;NA;NA;6;7;NA;NA;3;4;4;5;5;5;NA;4;5;5;5;4;4;NA;NA;4;NA;4;4;4;NA;4;4;NA;4;NA;NA;NA;NA;NA;12;4;4;4;4;2;4;4;4;2;4;4;NA;NA;NA;NA;NA
2066;1728;896;2;55;"A";1;376;58;6;2;NA;NA;"AMA DE CASA                                     ";"AMA DE CASA                                     ";3;2;2;3;2;1;3;6;6;3;3;NA;NA;2;3;2;2;2;2;7;NA;1;3;NA;0;4;5;5;5;5;4;4;3;3;3;3;4;4;3;1;1;3;1;2;3;2;3;3;1;2;3;2;4;2;3;7;3;2;2;2;2;2;4;3;2;2;2;1;3;2;2;3
998;894;522;2;55;"B";4;159;64;6;NA;NA;4;"JUBILADA                                        ";"EMP. PUBLICA                                    ";NA;1;2;6;NA;3;3;6;3;1;NA;0;1;2;0;1;1;0;0;0;1;2;0;0;0;4;5;0;4;0;3;0;4;4;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
113;113;741;1;65;"E";13;6004;74;2;NA;73;4;"JUBILADO                                        ";"                                                ";9;1;2;6;NA;1;1;3;6;2;NA;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;3;NA;3;NA;NA;NA;3;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1047;931;871;1;56;"B";5;50045;66;2;NA;61;6;"JUBILADO                                        ";"MEDICO                                          ";13;1;2;6;1;2;2;6;6;2;3;7;0;1;3;5;0;4;0;0;0;1;0;0;3;2;4;4;NA;4;4;NA;4;3;NA;0;2;3;1;1;1;3;3;3;2;3;2;2;3;2;1;1;2;1;1;3;3;4;3;2;3;2;3;3;1;1;1;1;2;3;3;3
1523;1310;661;2;72;"A";2;314;NA;4;NA;NA;4;"                                                ";"PSICOLOGA CLINIC                                ";7;1;2;6;2;2;2;6;6;1;NA;NA;NA;3;NA;3;3;NA;4;NA;NA;2;2;NA;NA;5;4;NA;4;NA;4;NA;NA;4;4;NA;4;4;NA;NA;NA;4;NA;NA;4;4;4;4;NA;4;4;4;4;NA;NA;1;NA;NA;NA;NA;NA;2;4;NA;NA;NA;NA;NA;3;3;3;4
2691;2219;358;2;62;"B";4;130;65;5;NA;NA;6;"                                                ";"                                                ";3;1;3;2;NA;2;2;9;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;5;2;4;2;1;3;1;NA;3;NA;NA;4;4;2;1;1;1;NA;4;NA;4;4;4;4;2;4;1;4;1;1;4;3;4;3;NA;2;4;4;4;3;3;NA;4;4;4;4;4
1112;982;803;2;57;"A";2;796;69;5;NA;NA;4;"CEPRAM                                          ";"                                                ";12;9;2;6;NA;3;4;9;6;7;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;4;4;4;4;4;4;4;4;4;4;4;4;3;NA;NA;4;NA;NA;4;3;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1659;1415;230;2;54;"A";1;27;61;1;NA;NA;6;"JUBILADA                                        ";"MEDICA                                          ";7;0;NA;6;2;3;2;6;6;6;5;0;5;7;0;7;7;0;0;7;0;1;3;0;0;4;5;0;5;0;4;4;4;4;4;4;4;4;3;1;2;4;4;4;4;3;4;4;3;3;3;2;4;1;4;NA;4;3;3;2;4;4;4;3;3;2;3;3;4;4;4;4
1631;1397;528;1;65;"A";2;48;69;2;NA;50;4;"JUBILADO                                        ";"ABOGADO                                         ";4;1;2;6;2;2;2;6;9;5;NA;7;NA;7;7;NA;NA;NA;NA;NA;NA;7;NA;NA;5;NA;5;5;NA;NA;NA;NA;NA;5;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;4;4;4;4;4;4;4;9;9;9;9;9;9;9;9;9
119;119;394;2;57;"E";13;7103;66;2;NA;71;6;"DISFRUTAR LA VIDA                               ";"COMERCIANTE                                     ";NA;1;4;4;NA;4;4;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;5;5;NA;5;NA;NA;NA;NA;5;5;NA;NA;4;NA;NA;NA;NA;NA;NA;4;NA;4;NA;NA;NA;4;NA;4;NA;NA;3;4;NA;NA;NA;NA;4;NA;4;NA;NA;NA;NA;NA;NA;NA;NA
1912;1618;499;1;70;"B";5;50323;70;5;NA;NA;6;"JUBILADO                                        ";"                                                ";1;1;3;6;0;2;2;3;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;3;5;0;2;0;3;NA;2;3;3;3;3;3;3;2;2;2;NA;3;3;2;3;3;1;3;3;3;3;3;3;1;4;3;2;2;2;2;4;3;3;1;3;2;3;2;3;3
1640;1404;191;2;70;"A";2;434;NA;2;NA;74;6;"JUBILADA                                        ";"DOCENTE UNC                                     ";5;1;3;6;2;2;3;6;6;2;2;7;NA;4;7;6;NA;2;NA;NA;NA;3;2;NA;3;NA;4;5;NA;4;3;NA;NA;4;5;4;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
638;577;629;2;60;"A";1;306;62;2;NA;65;6;"JUBILADA                                        ";"MEDICA                                          ";1;1;3;6;NA;2;2;6;9;2;2;1;NA;NA;7;7;NA;7;NA;NA;NA;NA;NA;NA;4;3;NA;4;NA;4;4;4;NA;4;4;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;4;4;NA;3;NA;NA;NA;3;4;NA;3;3;NA;3;4;4;4;NA;3;NA;3;NA;3;NA
162;161;709;1;67;"D";10;107;68;2;NA;61;6;"JUBILADO                                        ";"MEDICO                                          ";1;1;3;6;1;2;2;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;3;3;3;3;3;3;4;3;3;3;3;NA;NA;NA;NA;NA;NA;NA;NA;4;4;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
444;413;531;2;7;"A";2;986;75;2;NA;78;4;"AMA DE CASA                                     ";"68                                              ";0;2;2;NA;2;2;6;6;2;2;7;1;5;2;1;4;0;0;0;0;0;0;5;0;5;5;5;5;5;NA;4;NA;NA;3;3;3;4;4;4;NA;NA;4;NA;4;4;NA;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
181;177;659;1;65;"D";10;70;83;2;NA;77;6;"JUBILADO                                        ";"EMPLEADO                                        ";20;0;NA;6;0;3;3;9;9;5;3;7;0;7;2;0;0;1;2;0;0;2;0;0;3;NA;3;4;NA;3;4;NA;NA;3;3;NA;NA;4;NA;NA;4;NA;NA;4;4;NA;4;4;NA;4;NA;NA;NA;NA;4;8;4;NA;4;3;3;3;3;4;3;4;4;3;3;3;3;4
